N      Time         Average_OB     Max_OB   Min_OB  
868    0.000001     434.50         868      1       
869    0.000001     435.00         869      1       
870    0.000001     435.50         870      1       
871    0.000001     436.00         871      1       
872    0.000001     436.50         872      1       
873    0.000001     437.00         873      1       
874    0.000001     437.50         874      1       
875    0.000001     438.00         875      1       
876    0.000001     438.50         876      1       
877    0.000001     439.00         877      1       
878    0.000001     439.50         878      1       
879    0.000001     440.00         879      1       
880    0.000001     440.50         880      1       
881    0.000001     441.00         881      1       
882    0.000001     441.50         882      1       
883    0.000001     442.00         883      1       
884    0.000001     442.50         884      1       
885    0.000001     443.00         885      1       
886    0.000001     443.50         886      1       
887    0.000001     444.00         887      1       
888    0.000001     444.50         888      1       
889    0.000001     445.00         889      1       
890    0.000001     445.50         890      1       
891    0.000001     446.00         891      1       
892    0.000001     446.50         892      1       
893    0.000001     447.00         893      1       
894    0.000001     447.50         894      1       
895    0.000001     448.00         895      1       
896    0.000001     448.50         896      1       
897    0.000001     449.00         897      1       
898    0.000001     449.50         898      1       
899    0.000001     450.00         899      1       
900    0.000001     450.50         900      1       
901    0.000001     451.00         901      1       
902    0.000001     451.50         902      1       
903    0.000001     452.00         903      1       
904    0.000001     452.50         904      1       
905    0.000001     453.00         905      1       
906    0.000001     453.50         906      1       
907    0.000001     454.00         907      1       
908    0.000001     454.50         908      1       
909    0.000001     455.00         909      1       
910    0.000001     455.50         910      1       
911    0.000001     456.00         911      1       
912    0.000001     456.50         912      1       
913    0.000001     457.00         913      1       
914    0.000001     457.50         914      1       
915    0.000001     458.00         915      1       
916    0.000001     458.50         916      1       
917    0.000001     459.00         917      1       
918    0.000001     459.50         918      1       
919    0.000001     460.00         919      1       
920    0.000001     460.50         920      1       
921    0.000001     461.00         921      1       
922    0.000001     461.50         922      1       
923    0.000001     462.00         923      1       
924    0.000001     462.50         924      1       
925    0.000001     463.00         925      1       
926    0.000001     463.50         926      1       
927    0.000001     464.00         927      1       
928    0.000001     464.50         928      1       
929    0.000001     465.00         929      1       
930    0.000001     465.50         930      1       
931    0.000001     466.00         931      1       
932    0.000001     466.50         932      1       
933    0.000001     467.00         933      1       
934    0.000001     467.50         934      1       
935    0.000001     468.00         935      1       
936    0.000001     468.50         936      1       
937    0.000001     469.00         937      1       
938    0.000001     469.50         938      1       
939    0.000001     470.00         939      1       
940    0.000001     470.50         940      1       
941    0.000001     471.00         941      1       
942    0.000001     471.50         942      1       
943    0.000001     472.00         943      1       
944    0.000001     472.50         944      1       
945    0.000001     473.00         945      1       
946    0.000001     473.50         946      1       
947    0.000001     474.00         947      1       
948    0.000001     474.50         948      1       
949    0.000001     475.00         949      1       
950    0.000001     475.50         950      1       
951    0.000001     476.00         951      1       
952    0.000001     476.50         952      1       
953    0.000001     477.00         953      1       
954    0.000001     477.50         954      1       
955    0.000001     478.00         955      1       
956    0.000001     478.50         956      1       
957    0.000001     479.00         957      1       
958    0.000001     479.50         958      1       
959    0.000001     480.00         959      1       
960    0.000001     480.50         960      1       
961    0.000001     481.00         961      1       
962    0.000001     481.50         962      1       
963    0.000001     482.00         963      1       
964    0.000001     482.50         964      1       
965    0.000001     483.00         965      1       
966    0.000001     483.50         966      1       
967    0.000001     484.00         967      1       
968    0.000001     484.50         968      1       
969    0.000001     485.00         969      1       
970    0.000001     485.50         970      1       
971    0.000001     486.00         971      1       
972    0.000001     486.50         972      1       
973    0.000001     487.00         973      1       
974    0.000001     487.50         974      1       
975    0.000001     488.00         975      1       
976    0.000001     488.50         976      1       
977    0.000001     489.00         977      1       
978    0.000001     489.50         978      1       
979    0.000001     490.00         979      1       
980    0.000001     490.50         980      1       
981    0.000001     491.00         981      1       
982    0.000001     491.50         982      1       
983    0.000001     492.00         983      1       
984    0.000001     492.50         984      1       
985    0.000001     493.00         985      1       
986    0.000001     493.50         986      1       
987    0.000001     494.00         987      1       
988    0.000001     494.50         988      1       
989    0.000001     495.00         989      1       
990    0.000001     495.50         990      1       
991    0.000001     496.00         991      1       
992    0.000001     496.50         992      1       
993    0.000001     497.00         993      1       
994    0.000001     497.50         994      1       
995    0.000001     498.00         995      1       
996    0.000001     498.50         996      1       
997    0.000001     499.00         997      1       
998    0.000001     499.50         998      1       
999    0.000001     500.00         999      1       
1000   0.000001     500.50         1000     1       
